player_id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,position,team_title,npg,npxG,season
2165,Jozabed,23,1158,1,0.26336619816720486,1,1.6281079892069101,11,19,M S,Rayo Vallecano,1,0.26336619816720486,2014/15
2179,Simao Mate,27,1999,1,0.9195799045264721,0,0.27470539696514606,14,8,M S,Levante,1,0.9195799045264721,2014/15
2183,Rubén García,27,1358,1,1.8404267998412251,2,1.2516846992075443,21,19,M S,Levante,1,1.0971496859565377,2014/15
2194,Damián Suárez,34,3040,1,0.40568730141967535,1,1.9358090469613671,14,20,D,Elche,1,0.40568730141967535,2014/15
2205,Juan Rodríguez,34,2769,1,0.9076789990067482,0,0.2764987237751484,22,6,D M S,Getafe,1,0.9076789990067482,2014/15
2207,Emiliano Velázquez,27,2355,1,0.8532088967040181,1,0.45564499497413635,9,2,D,Getafe,1,0.8532088967040181,2014/15
2228,Aritz Elustondo,4,323,1,0.4297806955873966,0,0.05092969909310341,3,1,D,Real Sociedad,1,0.4297806955873966,2014/15
2231,Markel Bergara,30,2120,1,0.6318638026714325,0,0.32171738147735596,13,10,M S,Real Sociedad,1,0.6318638026714325,2014/15
2239,Alberto De la Bella,23,1902,1,0.7539191953837872,2,1.6144967935979366,12,19,D S,Real Sociedad,1,0.7539191953837872,2014/15
2242,Rubén Pardo,28,1916,1,0.8913750043138862,6,1.8057104172185063,23,28,M S,Real Sociedad,1,0.8913750043138862,2014/15
2247,Nacho,14,636,1,0.16557500138878822,0,0.12268300354480743,2,1,D S,Real Madrid,1,0.16557500138878822,2014/15
2250,Luka Modric,16,1310,1,1.6008277302607894,3,1.4140248857438564,15,19,M,Real Madrid,1,1.6008277302607894,2014/15
2267,Augusto Fernández,30,2109,1,2.1767929028719664,0,0.47308359295129776,36,7,D F M S,Celta Vigo,1,2.1767929028719664,2014/15
2278,Giménez,20,1752,1,0.3844710998237133,3,2.134874399751425,7,8,D S,Atletico Madrid,1,0.3844710998237133,2014/15
2281,Hugo Mallo,28,2343,1,1.0351899042725563,0,0.7727692984044552,12,14,D M S,Celta Vigo,1,1.0351899042725563,2014/15
2288,Theo Bongonda,8,120,1,0.5146549940109253,1,0.2209601029753685,1,2,S,Celta Vigo,1,0.5146549940109253,2014/15
2301,Manu Trigueros,33,2423,1,2.567545397207141,1,2.5628979075700045,38,42,M S,Villarreal,1,2.567545397207141,2014/15
2303,Samu Castillejo,34,2357,1,2.961258213967085,5,3.6875414960086346,31,27,M S,Malaga,1,2.961258213967085,2014/15
2316,Juanfran,34,2752,1,0.8747909720987082,1,2.3620211258530617,33,33,D M S,Deportivo La Coruna,1,0.8747909720987082,2014/15
2319,Faycal Fajr,34,2567,1,2.6806685654446483,4,7.161494063213468,32,67,F M S,Elche,1,1.9373905835673213,2014/15
2320,Pedro Mosquera,25,2145,1,0.6621666615828872,1,0.3300902023911476,20,11,M S,Elche,1,0.6621666615828872,2014/15
2337,Recio,30,1471,1,0.9725701753050089,2,0.7697799885645509,15,21,M S,Malaga,1,0.9725701753050089,2014/15
2338,Ricardo Horta,31,1513,1,2.4443912152200937,1,1.1587091982364655,39,18,M S,Malaga,1,2.4443912152200937,2014/15
2345,Duda,25,874,1,1.9644463956356049,1,1.44569999165833,20,17,M S,Malaga,1,1.2211682945489883,2014/15
2357,Nabil El Zhar,17,665,1,0.8664732947945595,2,1.0040315967053175,10,16,M S,Levante,1,0.8664732947945595,2014/15
2375,Guilherme Siqueira,25,2083,1,1.4971764981746674,1,1.268486994318664,11,13,D S,Atletico Madrid,1,0.7538991076871753,2014/15
2393,Eneko Bóveda,35,3138,1,1.498587902635336,3,1.7365251295268536,23,15,D M,Eibar,1,1.498587902635336,2014/15
